date,season,home_team,away_team,home_pts,away_pts,home_diff,arena,lat,lon,capacity,team_key,elo_home_pre,elo_away_pre,elo_delta_pre,elo_exp_home_win,expected_margin_neutral,residual_margin
2022-01-08,2021,Boston Celtics,New York Knicks,99,75,24,TD Garden,42.366302777778,-71.062227777778,18624.0,boston celtics,1513.723162145922,1478.2488517495492,35.47431039637286,0.5508749673487915,3.21,20.79
2022-01-08,2021,Charlotte Hornets,Milwaukee Bucks,114,106,8,Spectrum Center,35.225,-80.839166666667,19077.0,charlotte hornets,1490.434815420916,1582.7295102979735,-92.29469487705751,0.3702158397987558,-2.31,10.31
2022-01-08,2021,LA Clippers,Memphis Grizzlies,108,123,-15,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1470.6456466522495,1597.6555857080061,-127.0099390557566,0.32494724861223895,-3.81,-11.19
2022-01-08,2021,Detroit Pistons,Orlando Magic,97,92,5,Little Caesars Arena,42.3412,-83.0549,20332.0,detroit pistons,1308.8423244323053,1334.7889039702013,-25.946579537896014,0.46272913300994406,0.56,4.44
2022-01-08,2021,Phoenix Suns,Miami Heat,100,123,-23,Mortgage Matchup Center,33.445833333333,-112.07138888889,19023.0,phoenix suns,1647.6631537007513,1571.248359150382,76.41479455036938,0.6082301787227175,4.98,-27.98
2022-01-09,2021,Los Angeles Lakers,Memphis Grizzlies,119,127,-8,Crypto.com Arena,34.043055555556,-118.26722222222,19060.0,los angeles lakers,1496.4818208930253,1605.5983657977945,-109.11654490476917,0.3479357362699867,-3.04,-4.96
2022-01-09,2021,Oklahoma City Thunder,Denver Nuggets,95,99,-4,Paycom Center,35.463333,-97.515,18203.0,oklahoma city thunder,1368.547247860276,1509.209257925886,-140.66201006561005,0.3079510989145243,-4.4,0.4
2022-01-09,2021,Toronto Raptors,New Orleans Pelicans,105,101,4,Scotiabank Arena,43.643333333333,-79.379166666667,19800.0,toronto raptors,1550.0178656651974,1429.3661024714584,120.65176319373904,0.6669733067192049,6.89,-2.89
2022-01-09,2021,Orlando Magic,Washington Wizards,100,102,-2,Kia Center,28.539167,-81.383611,18846.0,orlando magic,1327.3807238202357,1464.2754344726782,-136.89471065244243,0.31259197344321143,-4.24,2.24
2022-01-09,2021,Houston Rockets,Minnesota Timberwolves,123,141,-18,Toyota Center,29.750833333333,-95.362222222222,18023.0,houston rockets,1346.040028237694,1520.0642836153042,-174.0242553776102,0.268594711685943,-5.84,-12.16
2022-01-09,2021,LA Clippers,Atlanta Hawks,106,93,13,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1462.7028665624612,1482.1521561449053,-19.44928958244418,0.4720394230220726,0.84,12.16
2022-01-09,2021,Golden State Warriors,Cleveland Cavaliers,96,82,14,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1637.2789025608631,1577.5889473475254,59.689955213337726,0.585065469014079,4.26,9.74
2022-01-09,2021,Portland Trail Blazers,Sacramento Kings,103,88,15,Moda Center,45.531666666667,-122.66666666667,20636.0,portland trail blazers,1409.37361139256,1398.8279428404767,10.54566855208327,0.5151717780507792,2.13,12.87
2022-01-09,2021,Brooklyn Nets,San Antonio Spurs,121,119,2,Barclays Center,40.68265,-73.974689,17732.0,brooklyn nets,1525.345723162575,1464.5737540855619,60.77196907701318,0.586576735739431,4.3,-2.3
2022-01-09,2021,Dallas Mavericks,Chicago Bulls,113,99,14,American Airlines Center,32.790555555556,-96.810277777778,19200.0,dallas mavericks,1554.7241028227884,1599.519019388346,-44.794916565557514,0.4358897743193108,-0.26,14.26
2022-01-10,2021,New York Knicks,San Antonio Spurs,111,96,15,Madison Square Garden,40.750555555556,-73.993611111111,20789.0,new york knicks,1461.9831195972017,1460.7637756721247,1.2193439250770552,0.5017547697612216,1.73,13.27
2022-01-10,2021,Detroit Pistons,Utah Jazz,126,116,10,Little Caesars Arena,42.3412,-83.0549,20332.0,detroit pistons,1316.2505045822709,1640.149567173769,-323.899062591498,0.1341779053346162,-12.32,22.32
2022-01-10,2021,Boston Celtics,Indiana Pacers,101,98,3,TD Garden,42.366302777778,-71.062227777778,18624.0,boston celtics,1529.9888942982695,1476.6967073132148,53.29218698505474,0.5760977557031296,3.98,-0.98
2022-01-10,2021,Charlotte Hornets,Milwaukee Bucks,103,99,4,Spectrum Center,35.225,-80.839166666667,19077.0,charlotte hornets,1501.0845001963942,1572.0798255224954,-70.99532532610124,0.39922820822339866,-1.39,5.39
2022-01-10,2021,Sacramento Kings,Cleveland Cavaliers,108,109,-1,Golden 1 Center,38.58,-121.5,18500.0,sacramento kings,1385.8822273814342,1567.4018849996871,-181.51965761825295,0.2602034974795363,-6.16,5.16
2022-01-11,2021,LA Clippers,Denver Nuggets,87,85,2,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1475.4426154967373,1512.710461351196,-37.267845854458756,0.44657201361513404,0.07,1.93
2022-01-11,2021,Memphis Grizzlies,Golden State Warriors,116,108,8,FedExForum,35.138333333333,-90.050555555556,18119.0,memphis grizzlies,1611.4091564776536,1647.4659649087014,-36.056808431047784,0.44829557164467126,0.12,7.88
2022-01-11,2021,New Orleans Pelicans,Minnesota Timberwolves,128,125,3,Smoothie King Center,29.948888888889,-90.081944444444,18500.0,new orleans pelicans,1425.5245294447584,1527.2460992489932,-101.72156980423483,0.3576550648449214,-2.72,5.72
2022-01-11,2021,Toronto Raptors,Phoenix Suns,95,99,-4,Scotiabank Arena,43.643333333333,-79.379166666667,19800.0,toronto raptors,1553.8594386918974,1626.950009376521,-73.09057068462357,0.39633893544929316,-1.48,-2.52
2022-01-11,2021,Washington Wizards,Oklahoma City Thunder,122,118,4,Capital One Arena,38.898055555556,-77.020833333333,20674.0,washington wizards,1466.9980673161613,1365.046044434966,101.95202288119526,0.6426496466421449,6.08,-2.08
2022-01-12,2021,Sacramento Kings,Los Angeles Lakers,125,116,9,Golden 1 Center,38.58,-121.5,18500.0,sacramento kings,1384.0455090860908,1490.6710302131662,-106.62552112707544,0.3511960813760824,-2.93,11.93
2022-01-12,2021,New York Knicks,Dallas Mavericks,108,85,23,Madison Square Garden,40.750555555556,-73.993611111111,20789.0,new york knicks,1475.3862563647363,1568.7329006934003,-93.34664432866407,0.36880507442833965,-2.36,25.36
2022-01-12,2021,Indiana Pacers,Boston Celtics,100,119,-19,Gainbridge Fieldhouse,39.763888888889,-86.155555555556,18165.0,indiana pacers,1472.1507676232352,1534.5348339882491,-62.38406636501395,0.4111746508758036,-1.02,-17.98
2022-01-12,2021,Washington Wizards,Orlando Magic,112,106,6,Capital One Arena,38.898055555556,-77.020833333333,20674.0,washington wizards,1471.1772380429136,1324.6580909767526,146.51914706616094,0.6991875441971427,8.01,-2.01
2022-01-12,2021,Philadelphia 76ers,Charlotte Hornets,98,109,-11,Xfinity Mobile Arena,39.90115,-75.17197,20328.0,philadelphia 76ers,1553.7872113976384,1508.275105147484,45.512106250154375,0.5651251060112842,3.64,-14.64
2022-01-12,2021,San Antonio Spurs,Houston Rockets,124,128,-4,Frost Bank Center,29.426944444444,-98.4375,18581.0,san antonio spurs,1447.3606389045901,1338.858212604005,108.50242630058506,0.6512617906689819,6.36,-10.36
2022-01-12,2021,Detroit Pistons,Phoenix Suns,108,135,-27,Little Caesars Arena,42.3412,-83.0549,20332.0,detroit pistons,1330.5225169923856,1631.6862563579325,-301.1637393655469,0.1501228511093376,-11.33,-15.67
2022-01-12,2021,Utah Jazz,Cleveland Cavaliers,91,111,-20,Delta Center,40.768333,-111.901111,19911.0,utah jazz,1625.8775547636542,1569.2386032950305,56.638951468623645,0.5807955402876954,4.12,-24.12
2022-01-12,2021,Atlanta Hawks,Miami Heat,91,115,-24,State Farm Arena,33.757222222222,-84.396388888889,19445.0,atlanta hawks,1469.4124072106292,1591.9615034746123,-122.54909626398307,0.3306051559186833,-3.62,-20.38
2022-01-12,2021,Chicago Bulls,Brooklyn Nets,112,138,-26,United Center,41.880555555556,-87.674166666667,23500.0,chicago bulls,1585.510221517734,1529.1557015760122,56.35451994172172,0.580396846052631,4.11,-30.11
2022-01-13,2021,New Orleans Pelicans,LA Clippers,113,89,24,Smoothie King Center,29.948888888889,-90.081944444444,18500.0,new orleans pelicans,1432.1662531594573,1480.635957751726,-48.46970459226873,0.4306955118508906,-0.42,24.42
2022-01-13,2021,Milwaukee Bucks,Golden State Warriors,118,99,19,Fiserv Forum,43.0451,-87.9182,17341.0,milwaukee bucks,1564.8892205714055,1637.7286501140095,-72.83942954260397,0.3966848736156382,-1.47,20.47
2022-01-13,2021,Memphis Grizzlies,Minnesota Timberwolves,116,108,8,FedExForum,35.138333333333,-90.050555555556,18119.0,memphis grizzlies,1621.1464712723455,1520.6043755342944,100.5420957380511,0.640783603946556,6.02,1.98
2022-01-13,2021,Brooklyn Nets,Oklahoma City Thunder,109,130,-21,Barclays Center,40.68265,-73.974689,17732.0,brooklyn nets,1551.056559867339,1360.8668737082137,190.18968615912536,0.7492882419911008,9.89,-30.89
2022-01-13,2021,Denver Nuggets,Portland Trail Blazers,140,108,32,Ball Arena,39.748611111111,-105.0075,19155.0,denver nuggets,1507.5171190962074,1422.3193268516025,85.1977922446049,0.6202095887216892,5.36,26.64
2022-01-14,2021,Miami Heat,Atlanta Hawks,124,118,6,Kaseya Center,25.781388888889,-80.188055555556,16500.0,miami heat,1603.1752695101407,1458.1986411751009,144.97662833503978,0.6973166829041809,7.94,-1.94
2022-01-14,2021,Chicago Bulls,Golden State Warriors,96,138,-42,United Center,41.880555555556,-87.674166666667,23500.0,chicago bulls,1563.6093632264071,1619.7045341570456,-56.09517093063846,0.4199667809540645,-0.75,-41.25
2022-01-14,2021,San Antonio Spurs,Cleveland Cavaliers,109,114,-5,Frost Bank Center,29.426944444444,-98.4375,18581.0,san antonio spurs,1439.7809329527493,1587.4410046635028,-147.66007171075353,0.29943292048325304,-4.7,-0.3
2022-01-14,2021,Philadelphia 76ers,Boston Celtics,111,99,12,Xfinity Mobile Arena,39.90115,-75.17197,20328.0,philadelphia 76ers,1541.7788347958203,1546.9165908982666,-5.137756102446247,0.4926067135170869,1.45,10.55
2022-01-14,2021,Indiana Pacers,Phoenix Suns,94,112,-18,Gainbridge Fieldhouse,39.763888888889,-86.155555555556,18165.0,indiana pacers,1459.7690107132178,1636.5881615690862,-176.81915085586843,0.2654458498339506,-5.96,-12.04
2022-01-14,2021,Detroit Pistons,Toronto Raptors,103,87,16,Little Caesars Arena,42.3412,-83.0549,20332.0,detroit pistons,1325.620611781232,1549.1231917104858,-223.5025799292539,0.21643151934236965,-7.98,23.98
2022-01-14,2021,Memphis Grizzlies,Dallas Mavericks,85,112,-27,FedExForum,35.138333333333,-90.050555555556,18119.0,memphis grizzlies,1627.1837457262468,1547.5086274768123,79.67511824943449,0.6126931220401326,5.12,-32.12
2022-01-14,2021,Charlotte Hornets,Orlando Magic,109,116,-7,Spectrum Center,35.225,-80.839166666667,19077.0,charlotte hornets,1520.2834817493022,1320.4939859612819,199.7894957880203,0.759525672687053,10.31,-17.31
2022-01-14,2021,Sacramento Kings,Houston Rockets,126,114,12,Golden 1 Center,38.58,-121.5,18500.0,sacramento kings,1395.6834788227488,1346.437918555846,49.245560266902885,0.5703992419594959,3.8,8.2
2022-01-15,2021,Denver Nuggets,Los Angeles Lakers,133,96,37,Ball Arena,39.748611111111,-105.0075,19155.0,denver nuggets,1523.8150161757771,1479.0330604765081,44.78195569926902,0.564091880057972,3.61,33.39
2022-01-15,2021,Dallas Mavericks,Orlando Magic,108,92,16,American Airlines Center,32.790555555556,-96.810277777778,19200.0,dallas mavericks,1570.8471421063905,1331.5123281159056,239.33481399048492,0.79862488419079,12.02,3.98
2022-01-15,2021,Boston Celtics,Chicago Bulls,114,112,2,TD Garden,42.366302777778,-71.062227777778,18624.0,boston celtics,1535.1566517297445,1541.0831146631792,-5.926462933434777,0.4914719613546909,1.42,0.58
2022-01-15,2021,Washington Wizards,Portland Trail Blazers,110,115,-5,Capital One Arena,38.898055555556,-77.020833333333,20674.0,washington wizards,1475.3413430583844,1406.0214297720327,69.31991328635172,0.5984563865823344,4.67,-9.67
2022-01-15,2021,Oklahoma City Thunder,Cleveland Cavaliers,102,107,-5,Paycom Center,35.463333,-97.515,18203.0,oklahoma city thunder,1382.9101914006537,1591.2102006725618,-208.30000927190804,0.23164047884753983,-7.32,2.32
2022-01-15,2021,Atlanta Hawks,New York Knicks,108,117,-9,State Farm Arena,33.757222222222,-84.396388888889,19445.0,atlanta hawks,1454.0040049208117,1496.6105295813243,-42.606524660512605,0.43898980926633474,-0.16,-8.84
2022-01-15,2021,Brooklyn Nets,New Orleans Pelicans,120,105,15,Barclays Center,40.68265,-73.974689,17732.0,brooklyn nets,1529.013242174899,1452.5781113727014,76.43513080219759,0.6082580733169888,4.98,10.02
2022-01-15,2021,Milwaukee Bucks,Toronto Raptors,96,103,-7,Fiserv Forum,43.0451,-87.9182,17341.0,milwaukee bucks,1582.9133365283694,1530.4332613375868,52.4800751907826,0.5749557003590167,3.94,-10.94
2022-01-15,2021,Miami Heat,Philadelphia 76ers,98,109,-11,Kaseya Center,25.781388888889,-80.188055555556,16500.0,miami heat,1607.3699057644299,1553.5387739643425,53.831131800087405,0.576855214523791,4.0,-15.0
2022-01-15,2021,San Antonio Spurs,LA Clippers,101,94,7,Frost Bank Center,29.426944444444,-98.4375,18581.0,san antonio spurs,1436.0117369436903,1460.2240995384818,-24.212362594791557,0.46521190746770513,0.63,6.37
2022-01-16,2021,Sacramento Kings,Houston Rockets,112,118,-6,Golden 1 Center,38.58,-121.5,18500.0,sacramento kings,1405.302381931287,1336.8190154473077,68.48336648397935,0.5972986325898605,4.63,-10.63
2022-01-16,2021,Minnesota Timberwolves,Golden State Warriors,119,99,20,Target Center,44.979444444444,-93.276111111111,19356.0,minnesota timberwolves,1514.567101080393,1642.2307827202735,-127.66368163988045,0.3241223006921031,-3.84,23.84
2022-01-16,2021,Denver Nuggets,Utah Jazz,102,125,-23,Ball Arena,39.748611111111,-105.0075,19155.0,denver nuggets,1545.279727838892,1607.675153395182,-62.395425556289865,0.4111588196910229,-1.02,-21.98
2022-01-17,2021,San Antonio Spurs,Phoenix Suns,107,121,-14,Frost Bank Center,29.426944444444,-98.4375,18581.0,san antonio spurs,1444.8388494049304,1643.6718783805075,-198.833028975577,0.24148139043733088,-6.91,-7.09
2022-01-17,2021,Dallas Mavericks,Oklahoma City Thunder,104,102,2,American Airlines Center,32.790555555556,-96.810277777778,19200.0,dallas mavericks,1575.59934624003,1380.1156000513547,195.48374618867524,0.7549695446293542,10.12,-8.12
2022-01-17,2021,Miami Heat,Toronto Raptors,104,99,5,Kaseya Center,25.781388888889,-80.188055555556,16500.0,miami heat,1595.1904845592057,1539.717409039146,55.47307552005964,0.5791606405111573,4.07,0.93
2022-01-17,2021,Atlanta Hawks,Milwaukee Bucks,121,114,7,State Farm Arena,33.757222222222,-84.396388888889,19445.0,atlanta hawks,1445.7395952550078,1573.6291888268102,-127.88959357180238,0.3238374793589355,-3.85,10.85
2022-01-17,2021,Memphis Grizzlies,Chicago Bulls,119,106,13,FedExForum,35.138333333333,-90.050555555556,18119.0,memphis grizzlies,1603.8452310966686,1536.1920270650623,67.65320403160626,0.5961486412678821,4.6,8.4
2022-01-17,2021,Orlando Magic,Portland Trail Blazers,88,98,-10,Kia Center,28.539167,-81.383611,18846.0,orlando magic,1326.7601239822661,1414.0019852930554,-87.24186131078932,0.37702273766044087,-2.09,-7.91
2022-01-17,2021,Boston Celtics,New Orleans Pelicans,104,92,12,TD Garden,42.366302777778,-71.062227777778,18624.0,boston celtics,1540.0477393278613,1442.6375528005713,97.41018652729008,0.6366233071412976,5.88,6.12
2022-01-17,2021,New York Knicks,Charlotte Hornets,87,97,-10,Madison Square Garden,40.750555555556,-73.993611111111,20789.0,new york knicks,1504.8749392471282,1509.2651395946784,-4.3902003475502624,0.4936823300691591,1.49,-11.49
2022-01-17,2021,Cleveland Cavaliers,Brooklyn Nets,114,107,7,Rocket Arena,41.496388888889,-81.688055555556,20562.0,cleveland cavaliers,1594.0047920218608,1538.9538007470292,55.05099127483163,0.5785683243867245,4.05,2.95
2022-01-17,2021,Los Angeles Lakers,Utah Jazz,72,95,-23,Crypto.com Arena,34.043055555556,-118.26722222222,19060.0,los angeles lakers,1457.5683488133932,1621.8266485290533,-164.2582997156601,0.27978128156792714,-5.42,-17.58
2022-01-17,2021,Washington Wizards,Philadelphia 76ers,117,98,19,Capital One Arena,38.898055555556,-77.020833333333,20674.0,washington wizards,1467.3607875373616,1565.7181951695666,-98.35740763220497,0.36211625285088306,-2.57,21.57
2022-01-17,2021,LA Clippers,Indiana Pacers,139,133,6,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1451.3969870772416,1452.6852939017965,-1.2883068245548657,0.49814598594141946,1.62,4.38
2022-01-18,2021,Golden State Warriors,Detroit Pistons,102,86,16,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1622.1405058657244,1344.3105421541309,277.82996371159356,0.8319230211622726,13.68,2.32
2022-01-18,2021,New York Knicks,Minnesota Timberwolves,110,112,-2,Madison Square Garden,40.750555555556,-73.993611111111,20789.0,new york knicks,1494.6644075518827,1534.6573779349421,-39.9929703830594,0.4426983497781694,-0.05,-1.95
2022-01-19,2021,Washington Wizards,Brooklyn Nets,118,119,-1,Capital One Arena,38.898055555556,-77.020833333333,20674.0,washington wizards,1486.0569899506233,1532.1621016051936,-46.10511165457024,0.4340361559757639,-0.32,-0.68
2022-01-19,2021,Miami Heat,Portland Trail Blazers,104,92,12,Kaseya Center,25.781388888889,-80.188055555556,16500.0,miami heat,1600.8620006241276,1421.316592446373,179.54540817775455,0.7376028714015642,9.43,2.57
2022-01-19,2021,Dallas Mavericks,Toronto Raptors,102,98,4,American Airlines Center,32.790555555556,-96.810277777778,19200.0,dallas mavericks,1577.6470239523367,1534.0458929742242,43.60113097811245,0.5624197366817961,3.56,0.44
2022-01-19,2021,Boston Celtics,Charlotte Hornets,102,111,-9,TD Garden,42.366302777778,-71.062227777778,18624.0,boston celtics,1547.8930291900156,1519.4756712899239,28.4173579000917,0.5408049125621956,2.9,-11.9
2022-01-19,2021,Chicago Bulls,Cleveland Cavaliers,117,104,13,United Center,41.880555555556,-87.674166666667,23500.0,chicago bulls,1526.8035498335823,1600.7964911636964,-73.99294133011404,0.3950968090403706,-1.52,14.52
2022-01-19,2021,Philadelphia 76ers,Orlando Magic,123,110,13,Xfinity Mobile Arena,39.90115,-75.17197,20328.0,philadelphia 76ers,1547.0219927563048,1319.4455168289485,227.57647592735634,0.7875190966640662,11.51,1.49
2022-01-19,2021,Milwaukee Bucks,Memphis Grizzlies,126,114,12,Fiserv Forum,43.0451,-87.9182,17341.0,milwaukee bucks,1563.3083399370526,1613.2337083281486,-49.92536839109607,0.4286420953097594,-0.48,12.48
2022-01-19,2021,Atlanta Hawks,Minnesota Timberwolves,134,122,12,State Farm Arena,33.757222222222,-84.396388888889,19445.0,atlanta hawks,1456.0604441447654,1538.802862554232,-82.74241840946661,0.38312534399976556,-1.9,13.9
2022-01-19,2021,San Antonio Spurs,Oklahoma City Thunder,118,96,22,Frost Bank Center,29.426944444444,-98.4375,18581.0,san antonio spurs,1439.4796093315133,1378.067922339048,61.41168699246532,0.5874694758061422,4.33,17.67
2022-01-19,2021,Utah Jazz,Houston Rockets,111,116,-5,Delta Center,40.768333,-111.901111,19911.0,utah jazz,1630.7627345903084,1345.5767064530291,285.1860281372792,0.8377610601480253,14.0,-19.0
2022-01-19,2021,Denver Nuggets,LA Clippers,130,128,2,Ball Arena,39.748611111111,-105.0075,19155.0,denver nuggets,1531.1282327050208,1459.1503974133218,71.97783529169897,0.6021275267647828,4.79,-2.79
2022-01-19,2021,Sacramento Kings,Detroit Pistons,131,133,-2,Golden 1 Center,38.58,-121.5,18500.0,sacramento kings,1396.5446909255656,1340.4440704522565,56.100620473309164,0.5800408606137333,4.1,-6.1
2022-01-19,2021,Los Angeles Lakers,Indiana Pacers,104,111,-7,Crypto.com Arena,34.043055555556,-118.26722222222,19060.0,los angeles lakers,1448.632262752138,1444.9318835657164,3.700379186421742,0.5053250723738257,1.84,-8.84
2022-01-20,2021,Golden State Warriors,Indiana Pacers,117,121,-4,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1626.0069775675988,1453.409150039097,172.59782752850174,0.729789127367915,9.13,-13.13
2022-01-20,2021,New York Knicks,New Orleans Pelicans,91,102,-11,Madison Square Garden,40.750555555556,-73.993611111111,20789.0,new york knicks,1490.518922932593,1434.792262938417,55.72665999417586,0.579516389348266,4.08,-15.08
2022-01-20,2021,Dallas Mavericks,Phoenix Suns,101,109,-8,American Airlines Center,32.790555555556,-96.810277777778,19200.0,dallas mavericks,1582.9953086326955,1649.0311184539246,-66.03580982122912,0.4060948970849708,-1.18,-6.82
2022-01-21,2021,Milwaukee Bucks,Chicago Bulls,94,90,4,Fiserv Forum,43.0451,-87.9182,17341.0,milwaukee bucks,1576.0945422975446,1540.7986153901447,35.29592690739992,0.5506208973991746,3.2,0.8
2022-01-21,2021,Charlotte Hornets,Oklahoma City Thunder,121,98,23,Spectrum Center,35.225,-80.839166666667,19077.0,charlotte hornets,1529.7698501882435,1364.297483166417,165.47236702182659,0.7216248043834638,8.82,14.18
2022-01-21,2021,Washington Wizards,Toronto Raptors,105,109,-4,Capital One Arena,38.898055555556,-77.020833333333,20674.0,washington wizards,1482.6731296645949,1528.6976082938654,-46.02447862927056,0.4341501800454787,-0.31,-3.69
2022-01-21,2021,Philadelphia 76ers,LA Clippers,101,102,-1,Xfinity Mobile Arena,39.90115,-75.17197,20328.0,philadelphia 76ers,1551.42698012324,1455.5148110260204,95.91216909721948,0.6346261077094448,5.82,-6.82
2022-01-21,2021,Atlanta Hawks,Miami Heat,110,108,2,State Farm Arena,33.757222222222,-84.396388888889,19445.0,atlanta hawks,1469.5253232898997,1606.2016516669003,-136.67632837700057,0.3128621625133471,-4.23,6.23
2022-01-21,2021,Boston Celtics,Portland Trail Blazers,105,109,-4,TD Garden,42.366302777778,-71.062227777778,18624.0,boston celtics,1537.598850291696,1415.9769414036004,121.6219088880955,0.6682126004312466,6.93,-10.93
2022-01-21,2021,Orlando Magic,Los Angeles Lakers,105,116,-11,Kia Center,28.539167,-81.383611,18846.0,orlando magic,1315.0405294620134,1440.1549962787574,-125.11446681674397,0.32734525147179944,-3.73,-7.27
2022-01-21,2021,San Antonio Spurs,Brooklyn Nets,102,117,-15,Frost Bank Center,29.426944444444,-98.4375,18581.0,san antonio spurs,1453.2500485041444,1535.545961891222,-82.29591338707769,0.38373298923744203,-1.88,-13.12
2022-01-21,2021,Utah Jazz,Detroit Pistons,111,101,10,Delta Center,40.768333,-111.901111,19911.0,utah jazz,1621.1618799191292,1345.8086624967627,275.35321742236647,0.8299200195288086,13.57,-3.57
2022-01-21,2021,Denver Nuggets,Memphis Grizzlies,118,122,-4,Ball Arena,39.748611111111,-105.0075,19155.0,denver nuggets,1534.7638190923221,1600.4475059676565,-65.68368687533439,0.40658386136885105,-1.16,-2.84
2022-01-21,2021,Golden State Warriors,Houston Rockets,105,103,2,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1617.8960144799437,1355.1775611242083,262.7184533557354,0.8194061059832691,13.03,-11.03
2022-01-22,2021,Phoenix Suns,Indiana Pacers,113,103,10,Mortgage Matchup Center,33.445833333333,-112.07138888889,19023.0,phoenix suns,1656.0352245966205,1461.5201131267522,194.51511146986832,0.7539365882742773,10.08,-0.08
2022-01-22,2021,Cleveland Cavaliers,Oklahoma City Thunder,94,87,7,Rocket Arena,41.496388888889,-81.688055555556,20562.0,cleveland cavaliers,1586.801425607134,1355.4139329133614,231.38749269377263,0.7911668839003704,11.67,-4.67
2022-01-22,2021,Milwaukee Bucks,Sacramento Kings,133,127,6,Fiserv Forum,43.0451,-87.9182,17341.0,milwaukee bucks,1581.622528096021,1391.1800988810594,190.44242921496152,0.7495614547561368,9.9,-3.9
2022-01-23,2021,Denver Nuggets,Detroit Pistons,117,111,6,Ball Arena,39.748611111111,-105.0075,19155.0,denver nuggets,1529.8777925319603,1342.9158771960615,186.96191533589877,0.7457816459121858,9.75,-3.75
2022-01-23,2021,Minnesota Timberwolves,Brooklyn Nets,136,125,11,Target Center,44.979444444444,-93.276111111111,19356.0,minnesota timberwolves,1525.3379834090977,1545.2404568775019,-19.902473468404196,0.47138932626626046,0.82,10.18
2022-01-23,2021,Washington Wizards,Boston Celtics,87,116,-29,Capital One Arena,38.898055555556,-77.020833333333,20674.0,washington wizards,1477.3766908644234,1529.8962488844884,-52.519558020065006,0.42498875717685863,-0.59,-28.41
2022-01-23,2021,San Antonio Spurs,Philadelphia 76ers,109,115,-6,Frost Bank Center,29.426944444444,-98.4375,18581.0,san antonio spurs,1443.5555535178646,1546.6623635948552,-103.10681007699054,0.35582520209535884,-2.78,-3.22
2022-01-23,2021,Toronto Raptors,Portland Trail Blazers,105,114,-9,Scotiabank Arena,43.643333333333,-79.379166666667,19800.0,toronto raptors,1533.994047094037,1423.679542810808,110.31450428322887,0.6536271606241363,6.44,-15.44
2022-01-23,2021,Golden State Warriors,Utah Jazz,94,92,2,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1619.338128856629,1624.0546652198304,-4.716536363201385,0.4932127754799521,1.47,0.53
2022-01-23,2021,Dallas Mavericks,Memphis Grizzlies,104,91,13,American Airlines Center,32.790555555556,-96.810277777778,19200.0,dallas mavericks,1575.9912024899995,1605.3335325280184,-29.342330038018872,0.457873101499729,0.41,12.59
2022-01-23,2021,New York Knicks,LA Clippers,110,102,8,Madison Square Garden,40.750555555556,-73.993611111111,20789.0,new york knicks,1478.3010775420867,1460.2794275544052,18.021649987681485,0.525912004149503,2.46,5.54
2022-01-23,2021,Miami Heat,Los Angeles Lakers,113,107,6,Kaseya Center,25.781388888889,-80.188055555556,16500.0,miami heat,1600.2158336289267,1446.7081200106982,153.50771361822854,0.7075803849055394,8.31,-2.31
2022-01-23,2021,Orlando Magic,Chicago Bulls,114,95,19,Kia Center,28.539167,-81.383611,18846.0,orlando magic,1308.4874057300726,1535.2706295916685,-226.78322386159584,0.21324600247596137,-8.12,27.12
2022-01-23,2021,Charlotte Hornets,Atlanta Hawks,91,113,-22,Spectrum Center,35.225,-80.839166666667,19077.0,charlotte hornets,1538.653400441299,1475.5111413278732,63.14225911342578,0.5898816293047265,4.4,-26.4
2022-01-24,2021,Houston Rockets,Philadelphia 76ers,91,111,-20,Toyota Center,29.750833333333,-95.362222222222,18023.0,houston rockets,1353.735446747523,1551.7460339060394,-198.0105871585165,0.2423496345437752,-6.88,-13.12
2022-01-24,2021,Cleveland Cavaliers,New York Knicks,95,93,2,Rocket Arena,41.496388888889,-81.688055555556,20562.0,cleveland cavaliers,1589.766321445745,1486.7875104794007,102.97881096634433,0.6440058903002119,6.13,-4.13
2022-01-24,2021,New Orleans Pelicans,Indiana Pacers,117,113,4,Smoothie King Center,29.948888888889,-90.081944444444,18500.0,new orleans pelicans,1447.0101083289233,1457.1007633187062,-10.090654989782934,0.48548246181682286,1.24,2.76
2022-01-24,2021,Phoenix Suns,Utah Jazz,115,109,6,Mortgage Matchup Center,33.445833333333,-112.07138888889,19023.0,phoenix suns,1660.4545744046666,1619.175620650815,41.27895375385151,0.5591272396680446,3.46,2.54
2022-01-24,2021,Atlanta Hawks,Chicago Bulls,130,124,6,State Farm Arena,33.757222222222,-84.396388888889,19445.0,atlanta hawks,1495.1756837631804,1514.2164124336666,-19.04072867048626,0.47262558903964413,0.85,5.15
